Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
09:42:45	14.33	--	7	10031	бТел
09:42:42	14.33	-0.01	29	41557	бТел
09:42:39	14.34	--	15	21510	бТел
09:42:36	14.34	-0.01	15	21510	бТел
09:42:21	14.35	--	4	5740	бРел
09:42:18	14.35	0.01	35	50225	бРел
09:42:12	14.34	--	50	71700	бТел
09:42:09	14.34	0.01	56	80304	бРел
09:42:06	14.33	--	8	11464	бТел
09:42:03	14.33	--	50	71650	бТел
09:41:51	14.33	0.01	10	14330	бРел
09:41:48	14.32	--	20	28640	бРел
09:41:45	14.32	--	22	31504	бТел
09:41:39	14.32	-0.01	17	24344	бТел
09:41:33	14.33	--	1	1433	бРел
09:41:15	14.33	0.01	32	45856	бРел
09:41:09	14.32	--	4	5728	бТел
09:40:54	14.32	0.01	8	11456	жпптел
09:40:42	14.31	-0.01	22	31482	бТел
09:40:36	14.32	-0.02	6	8592	жпптел
09:40:30	14.34	--	397	569298	бРел
09:40:27	14.34	--	3	4302	бРел
09:40:24	14.34	--	100	143400	бРел
09:40:18	14.34	--	30	43020	бТел
09:40:06	14.34	--	77	110418	бТел
09:39:57	14.34	-0.01	20	28680	бТел
09:39:45	14.35	0.01	10	14350	бРел
09:39:39	14.34	-0.01	5	7170	бТел
09:39:33	14.35	--	3	4305	бРел
09:39:30	14.35	0.04	5	7175	бРел
09:39:27	14.31	-0.05	361	516591	бТел
09:39:21	14.36	--	10	14360	бРел
09:39:15	14.36	--	3	4308	бРел
09:39:03	14.36	--	61	87596	бРел
09:39:00	14.36	--	22	31592	бРел
09:38:57	14.36	0.01	92	133260	бРел
09:38:51	14.35	--	191	274085	бРел
09:38:39	14.35	0.01	100	143500	бРел
09:38:24	14.34	--	26	37284	жпптел
09:38:12	14.34	--	14	20076	бРел
09:37:48	14.34	--	2	2868	бРел
09:37:45	14.34	0.02	10	14340	жпптел
09:37:39	14.32	-0.03	2	2864	бТел
09:37:36	14.35	0.03	6	8610	бРел
09:37:33	14.32	--	30	42960	бРел
09:37:30	14.32	--	392	561344	бРел
09:37:27	14.32	-0.02	37	52984	бТел
09:37:24	14.34	--	5	7170	бРел
09:37:12	14.34	0.03	198	283932	бРел
09:37:09	14.31	-0.01	50	71550	бТел
09:37:03	14.32	--	20	28640	бРел
09:37:00	14.32	0.01	22	31504	бРел
09:36:54	14.31	--	32	45792	бТел
09:36:48	14.31	-0.01	94	134514	бТел
09:36:42	14.32	0.01	47	67304	бРел
09:36:39	14.31	-0.01	104	148824	бТел
09:36:36	14.32	--	9	12888	бРел
09:36:33	14.32	--	12	17184	бРел
09:36:30	14.32	0.01	55	78760	бРел
09:36:27	14.31	--	642	918702	бТел
09:36:24	14.31	-0.01	15	21465	бТел
09:36:21	14.32	0.01	30	42960	бРел
09:36:15	14.31	--	20	28620	бТел
09:36:12	14.31	--	106	151686	бТел
09:36:09	14.31	-0.01	153	219357	бТел
09:36:06	14.32	0.01	28	40096	бРел
09:36:00	14.31	--	50	71550	бТел
09:35:54	14.31	-0.01	5	7155	бТел
09:35:42	14.32	--	8	11456	бРел
09:35:39	14.32	--	4	5728	бРел
09:35:30	14.32	-0.03	262	375184	бТел
09:35:24	14.35	0.03	22	31570	бРел
09:35:18	14.32	--	52	74464	бТел
09:35:12	14.32	--	7	10024	бТел
09:34:54	14.32	--	29	41528	бРел
09:34:51	14.32	--	1	1432	бРел
09:34:48	14.32	0.01	18	25776	жпптел
09:34:27	14.31	-0.02	391	559521	бТел
09:34:12	14.33	--	41	58753	бТел
09:34:09	14.33	0.01	65	93145	бТел
09:34:06	14.32	--	10	14320	бТел
09:34:03	14.32	--	235	336520	бТел
09:33:30	14.32	-0.01	612	876384	бТел
09:33:27	14.33	-0.03	306	438498	бТел
09:33:24	14.36	0.01	7	10052	бРел
09:33:15	14.35	-0.01	3	4305	бТел
09:33:09	14.36	0.01	85	122060	бРел
09:32:57	14.35	--	50	71750	бТел
09:32:54	14.35	-0.01	2	3444	бТел
09:32:51	14.36	0.01	7	10052	бРел
09:32:45	14.35	--	36	51660	бТел
09:32:39	14.35	-0.01	7	10045	бТел
09:32:36	14.36	-0.01	1	1436	бТел
09:32:30	14.37	0.01	69	99153	бРел
09:32:27	14.36	-0.01	4	5744	бТел
09:32:24	14.37	--	7	10059	бРел
09:32:21	14.37	0.01	3	4311	бРел
09:32:18	14.36	-0.01	50	71800	бТел
09:32:15	14.37	--	50	71850	бРел
09:32:12	14.37	0.01	26	37362	бРел
09:32:09	14.36	-0.01	20	28720	бТел
09:32:06	14.37	0.01	2	2874	бРел
09:32:03	14.36	-0.01	43	61748	бТел
09:32:00	14.37	0.01	13	18681	бРел
09:31:57	14.36	--	7	10052	бТел
09:31:54	14.36	--	10	14360	бТел
09:31:48	14.36	0.01	5	7180	жпптел
09:31:39	14.35	-0.01	140	200900	бТел
09:31:36	14.36	--	36	52327	бРел
09:31:30	14.36	0.01	1	1436	бРел
09:31:27	14.35	--	7	10045	бТел
09:31:24	14.35	-0.01	7	10045	бТел
09:31:21	14.36	--	200	287200	бРел
09:31:18	14.36	--	20	28720	бРел
09:31:12	14.36	--	5	7180	бРел
09:31:03	14.36	--	18	25848	бРел
09:30:57	14.36	-0.01	21	30156	бТел
09:30:42	14.37	0.02	20	28740	бРел
09:30:27	14.35	0.01	83	119105	бРел
09:30:24	14.34	--	5	7170	бРел
09:30:15	14.34	0.01	10	14340	бРел
09:30:09	14.33	--	6	8598	бТел
09:30:06	14.33	-0.01	61	87413	бТел
09:30:03	14.34	0.03	116	166344	бРел
09:30:00	14.31	--	0	0	бТел
09:25:03	14.31	14.31	333	476523	бРел
